L 633.3000, -863.1000, -111.3000,  636.8000, -868.0000, -111.3000,  240, 240, 0
L 640.2000, -863.1000, -111.3000,  636.8000, -868.0000, -111.3000,  240, 240, 0
L 633.3000, -863.1000, -111.3000,  640.2000, -863.1000, -111.3000,  240, 240, 0
L 411.1000, -308.2000, 0.6000,  415.4000, -304.3000, -0.4000,  0, 0, 0
L 168.0000, -1003.3000, 15.6000,  161.3000, -1001.0000, 15.6000,  255, 255, 0
L 168.0000, -1003.3000, 15.6000,  161.3000, -1005.6000, 15.6000,  255, 255, 0
L 174.6000, -1005.5000, 15.6000,  168.0000, -1003.3000, 15.6000,  255, 255, 0
L 174.6000, -1001.0000, 15.6000,  168.0000, -1003.3000, 15.6000,  255, 255, 0
L 209.8000, -1003.3000, 15.6000,  203.3000, -1001.0000, 15.6000,  255, 255, 0
L 209.8000, -1003.3000, 15.6000,  203.3000, -1005.5000, 15.6000,  255, 255, 0
L 216.5000, -1005.6000, 15.6000,  209.8000, -1003.3000, 15.6000,  255, 255, 0
L 216.5000, -1001.0000, 15.6000,  209.8000, -1003.3000, 15.6000,  255, 255, 0
L 652.5000, -577.5000, 0.6000,  658.4000, -580.8000, 0.6000,  255, 255, 0
L 652.5000, -584.1000, 0.6000,  658.4000, -580.8000, 0.6000,  255, 255, 0
L 652.5000, -577.5000, 0.6000,  652.5000, -584.1000, 0.6000,  255, 255, 0
L 658.4000, -580.8000, 0.6000,  658.4000, -574.2000, 0.6000,  255, 255, 0
L 804.7000, -685.7000, 0.6000,  808.0000, -680.0000, 0.6000,  255, 255, 0
L 801.4000, -680.0000, 0.6000,  804.7000, -685.7000, 0.6000,  255, 255, 0
L 808.0000, -680.0000, 0.6000,  801.4000, -680.0000, 0.6000,  255, 255, 0
L 804.7000, -685.7000, 0.6000,  811.3000, -685.7000, 0.6000,  255, 255, 0
L 882.0000, -770.1000, 0.6000,  881.8000, -713.3000, -27.4000,  0, 0, 0
L 882.0000, -783.3000, 0.6000,  882.0000, -770.1000, 0.6000,  0, 0, 0
L 826.0000, -692.7000, -27.4000,  819.3000, -689.4000, -27.4000,  255, 255, 0
L 819.3000, -696.0000, -27.4000,  826.0000, -692.7000, -27.4000,  255, 255, 0
L 819.3000, -689.4000, -27.4000,  819.3000, -696.0000, -27.4000,  255, 255, 0
L 826.0000, -692.7000, -27.4000,  826.0000, -686.1000, -27.4000,  255, 255, 0
L 1000.6000, -615.4000, 0.6000,  997.3000, -620.4000, 0.6000,  255, 255, 0
L 1003.9000, -620.4000, 0.6000,  1000.6000, -615.4000, 0.6000,  255, 255, 0
L 997.3000, -620.4000, 0.6000,  1003.9000, -620.4000, 0.6000,  255, 255, 0
L 1000.6000, -615.4000, 0.6000,  1007.2000, -615.4000, 0.6000,  255, 255, 0
L 1000.6000, -630.1000, 0.6000,  997.3000, -636.0000, 0.6000,  255, 255, 0
L 1003.9000, -636.0000, 0.6000,  1000.6000, -630.1000, 0.6000,  255, 255, 0
L 997.3000, -636.0000, 0.6000,  1003.9000, -636.0000, 0.6000,  255, 255, 0
L 1000.6000, -630.1000, 0.6000,  1007.2000, -630.1000, 0.6000,  255, 255, 0
L 924.0000, -580.8000, 0.6000,  919.4000, -577.5000, 0.6000,  255, 255, 0
L 919.4000, -584.1000, 0.6000,  924.0000, -580.8000, 0.6000,  255, 255, 0
L 919.4000, -577.5000, 0.6000,  919.4000, -584.1000, 0.6000,  255, 255, 0
L 924.0000, -580.8000, 0.6000,  924.0000, -587.4000, 0.6000,  255, 255, 0
L 832.6000, -545.5000, 0.6000,  829.3000, -550.4000, 0.6000,  255, 255, 0
L 836.0000, -550.4000, 0.6000,  832.6000, -545.5000, 0.6000,  255, 255, 0
L 829.3000, -550.4000, 0.6000,  836.0000, -550.4000, 0.6000,  255, 255, 0
L 832.6000, -545.5000, 0.6000,  826.0000, -545.5000, 0.6000,  240, 240, 0
L 713.3000, -524.8000, 0.6000,  710.0000, -521.5000, 0.6000,  255, 255, 0
L 710.0000, -528.1000, 0.6000,  713.3000, -524.8000, 0.6000,  255, 255, 0
L 703.4000, -528.1000, 0.6000,  700.1000, -524.8000, 0.6000,  255, 255, 0
L 703.4000, -521.5000, 0.6000,  700.1000, -524.8000, 0.6000,  255, 255, 0
L 703.4000, -528.1000, 0.6000,  703.4000, -521.5000, 0.6000,  255, 255, 0
L 710.0000, -528.1000, 0.6000,  710.0000, -521.5000, 0.6000,  255, 255, 0
L 700.1000, -524.8000, 0.6000,  700.1000, -518.2000, 0.6000,  255, 255, 0
L 713.3000, -524.8000, 0.6000,  713.3000, -518.2000, 0.6000,  240, 240, 0
L 654.1000, -493.6000, 0.6000,  647.4000, -493.6000, 0.6000,  255, 255, 0
L 650.8000, -489.4000, 0.6000,  647.4000, -493.6000, 0.6000,  255, 255, 0
L 654.1000, -493.6000, 0.6000,  650.8000, -489.4000, 0.6000,  255, 255, 0
L 650.8000, -489.4000, 0.6000,  657.4000, -489.4000, 0.6000,  255, 255, 0
L 330.3000, -379.9000, 0.6000,  333.5000, -379.9000, 0.6000,  205, 133, 63
L 333.5000, -379.9000, 0.6000,  333.5000, -382.2000, 0.6000,  0, 0, 0
L 330.3000, -379.9000, 0.6000,  330.3000, -377.5000, 0.6000,  205, 133, 63
L 330.3000, -382.2000, 0.6000,  330.3000, -379.9000, 0.6000,  205, 133, 63
L 327.4000, -377.5000, 0.6000,  330.3000, -377.5000, 0.6000,  205, 133, 63
L 327.0000, -382.2000, 0.6000,  330.3000, -382.2000, 0.6000,  205, 133, 63
L 327.0000, -382.2000, 0.6000,  327.0000, -377.5000, 0.6000,  205, 133, 63
L 323.8000, -379.9000, 0.6000,  327.0000, -379.9000, 0.6000,  205, 133, 63
L 323.8000, -379.9000, 0.6000,  323.8000, -377.5000, 0.6000,  0, 0, 0
L 323.8000, -377.5000, 0.6000,  324.2000, -377.5000, 0.6000,  0, 0, 0
L 323.8000, -382.2000, 0.6000,  323.8000, -379.9000, 0.6000,  0, 0, 0
L 321.6000, -377.5000, 0.6000,  323.8000, -377.5000, 0.6000,  0, 0, 0
L 333.5000, -377.5000, 0.6000,  333.5000, -379.9000, 0.6000,  0, 0, 0
L 361.5000, -382.2000, 0.6000,  333.5000, -382.2000, 0.6000,  0, 0, 0
L 336.0000, -377.5000, 0.6000,  333.5000, -377.5000, 0.6000,  0, 0, 0
L 364.2000, -377.5000, 0.6000,  336.0000, -377.5000, 0.6000,  0, 0, 0
L 678.5000, -699.3000, -27.4000,  671.3000, -696.0000, -27.4000,  240, 240, 0
L 671.3000, -696.0000, -27.4000,  671.3000, -699.3000, -27.4000,  240, 240, 0
L 678.5000, -699.3000, -27.4000,  685.7000, -699.3000, -27.4000,  0, 0, 0
L 692.9000, -699.3000, -27.4000,  671.3000, -689.4000, -27.4000,  240, 240, 0
L 671.3000, -689.4000, -27.4000,  671.3000, -692.7000, -27.4000,  240, 240, 0
L 692.9000, -699.3000, -27.4000,  700.1000, -699.3000, -27.4000,  0, 0, 0
L 685.7000, -699.3000, -27.4000,  671.3000, -692.7000, -27.4000,  240, 240, 0
L 671.3000, -692.7000, -27.4000,  671.3000, -696.0000, -27.4000,  240, 240, 0
L 685.7000, -699.3000, -27.4000,  692.9000, -699.3000, -27.4000,  0, 0, 0
L 700.1000, -696.0000, -27.4000,  678.5000, -686.1000, -27.4000,  240, 240, 0
L 678.5000, -686.1000, -27.4000,  671.3000, -686.1000, -27.4000,  0, 0, 0
L 700.1000, -696.0000, -27.4000,  700.1000, -699.3000, -27.4000,  240, 240, 0
L 700.1000, -689.4000, -27.4000,  692.9000, -686.1000, -27.4000,  240, 240, 0
L 692.9000, -686.1000, -27.4000,  685.7000, -686.1000, -27.4000,  0, 0, 0
L 700.1000, -689.4000, -27.4000,  700.1000, -692.7000, -27.4000,  240, 240, 0
L 700.1000, -692.7000, -27.4000,  685.7000, -686.1000, -27.4000,  240, 240, 0
L 685.7000, -686.1000, -27.4000,  678.5000, -686.1000, -27.4000,  0, 0, 0
L 700.1000, -692.7000, -27.4000,  700.1000, -696.0000, -27.4000,  240, 240, 0
L 743.3000, -697.3000, -27.4000,  743.3000, -688.1000, -27.4000,  240, 240, 0
L 746.1000, -697.3000, -27.4000,  746.1000, -688.1000, -27.4000,  240, 240, 0
L 732.2000, -679.7000, -28.0000,  729.6000, -675.1000, -28.0000,  240, 240, 0
L 729.6000, -675.1000, -28.0000,  729.6000, -670.5000, -28.0000,  255, 255, 0
L 732.2000, -679.7000, -28.0000,  734.7000, -679.6000, -28.0000,  240, 240, 0
L 737.2000, -679.5000, -28.0000,  729.6000, -665.8000, -28.0000,  240, 240, 0
L 729.6000, -665.8000, -28.0000,  729.6000, -661.2000, -28.0000,  255, 255, 0
L 737.2000, -679.5000, -28.0000,  739.8000, -679.5000, -28.0000,  240, 240, 0
L 734.7000, -679.6000, -28.0000,  729.6000, -670.5000, -28.0000,  240, 240, 0
L 729.6000, -670.5000, -28.0000,  729.6000, -665.8000, -28.0000,  255, 255, 0
L 734.7000, -679.6000, -28.0000,  737.2000, -679.5000, -28.0000,  240, 240, 0
L 739.8000, -674.9000, -28.0000,  732.2000, -661.2000, -28.0000,  240, 240, 0
L 732.2000, -661.2000, -28.0000,  729.6000, -661.2000, -28.0000,  255, 255, 0
L 739.8000, -674.9000, -28.0000,  739.8000, -670.4000, -28.0000,  255, 255, 0
L 739.8000, -665.8000, -28.0000,  737.2000, -661.2000, -28.0000,  240, 240, 0
L 737.2000, -661.2000, -28.0000,  734.7000, -661.2000, -28.0000,  255, 255, 0
L 739.8000, -665.8000, -28.0000,  739.8000, -661.2000, -28.0000,  255, 255, 0
L 739.8000, -670.4000, -28.0000,  734.7000, -661.2000, -28.0000,  240, 240, 0
L 734.7000, -661.2000, -28.0000,  732.2000, -661.2000, -28.0000,  255, 255, 0
L 739.8000, -670.4000, -28.0000,  739.8000, -665.8000, -28.0000,  255, 255, 0
L 139.6000, 687.4000, 14.6000,  112.3000, 687.4000, 14.6000,  240, 240, 0
L 112.3000, 687.4000, 14.6000,  112.3000, 685.9000, 14.6000,  0, 0, 0
L 139.6000, 687.4000, 14.6000,  139.6000, 699.7000, 14.6000,  0, 0, 0
L 139.6000, 685.5000, 14.6000,  112.1000, 685.4000, 14.6000,  240, 240, 0
L 291.4000, -1021.6000, 42.6000,  291.5000, -1007.7000, 42.6000,  0, 255, 0
L 254.3000, -1021.6000, 28.6000,  254.3000, -1007.6000, 28.6000,  0, 0, 0
L 291.5000, -1007.7000, 14.6000,  291.5000, -1021.5000, 14.6000,  0, 0, 0
L 254.3000, -1021.5000, 0.6000,  254.3000, -1007.7000, 0.6000,  0, 0, 0
L 291.5000, -1007.7000, -13.4000,  291.4000, -1021.7000, -13.4000,  0, 0, 0
L 284.4000, -1018.1000, -28.0000,  281.9000, -1016.3000, -28.0000,  255, 165, 0
L 288.2000, -1012.5000, 0.0000,  288.2000, -1016.8000, 0.0000,  255, 165, 0
L 257.8000, -1016.8000, 14.0000,  257.9000, -1012.7000, 14.0000,  255, 165, 0
L 197.1000, -1012.7000, 42.0000,  197.1000, -1022.5000, 42.0000,  0, 255, 0
L 181.9000, -1022.5000, 42.0000,  197.1000, -1022.5000, 42.0000,  0, 255, 0
L 181.9000, -1012.7000, 42.0000,  181.9000, -1022.5000, 42.0000,  0, 255, 0
L 169.0000, -1022.5000, 42.0000,  169.0000, -1012.7000, 42.0000,  0, 255, 0
L 169.0000, -1012.7000, 42.0000,  160.6000, -1012.7000, 42.0000,  0, 255, 0
L 210.2000, -1012.7000, 42.0000,  209.6000, -1022.5000, 42.0000,  0, 255, 0
L 197.3000, -1061.2000, 56.6000,  180.6000, -1061.2000, 56.6000,  127, 0, 0
L 195.8000, -1052.2000, 71.0000,  181.8000, -1052.2000, 70.6000,  0, 127, 0
L 120.3000, -1012.0000, 31.3000,  120.3000, -1016.1000, 31.3000,  255, 165, 0
L 120.3000, -1016.1000, 31.3000,  120.0000, -1016.4000, 14.0000,  255, 165, 0
L 86.3000, -1021.5000, -13.4000,  86.3000, -1007.7000, -13.4000,  0, 0, 0
L 123.6000, -1021.5000, 0.6000,  123.6000, -1007.7000, 0.6000,  0, 0, 0
L 86.3000, -1021.5000, 14.6000,  86.3000, -1007.7000, 14.6000,  0, 0, 0
L 123.6000, -1021.5000, 28.6000,  123.6000, -1007.7000, 28.6000,  0, 0, 0
L 86.4000, -1021.6000, 42.6000,  86.4000, -1007.6000, 42.6000,  0, 255, 0
L 352.1000, -755.3000, 2.3000,  352.1000, -741.9000, 2.3000,  0, 240, 240
L 352.1000, -741.9000, 2.3000,  353.8000, -742.0000, 4.1000,  0, 255, 0
L 352.1000, -755.3000, 2.3000,  350.5000, -755.3000, 0.6000,  0, 255, 0
L 355.4000, -742.0000, 5.8000,  355.4000, -755.3000, 5.8000,  0, 240, 240
L 355.4000, -755.3000, 5.8000,  353.8000, -755.3000, 4.1000,  0, 255, 0
L 355.4000, -742.0000, 5.8000,  357.0000, -742.0000, 7.6000,  0, 255, 0
L 353.8000, -755.3000, 4.1000,  353.8000, -742.0000, 4.1000,  0, 240, 240
L 353.8000, -742.0000, 4.1000,  355.4000, -742.0000, 5.8000,  0, 255, 0
L 353.8000, -755.3000, 4.1000,  352.1000, -755.3000, 2.3000,  0, 255, 0
L 358.6000, -742.0000, 9.3000,  358.5000, -755.3000, 9.2000,  0, 240, 240
L 358.5000, -755.3000, 9.2000,  357.0000, -755.3000, 7.6000,  0, 255, 0
L 358.6000, -742.0000, 9.3000,  360.2000, -742.0000, 11.1000,  0, 255, 0
L 361.8000, -755.3000, 12.8000,  361.8000, -742.1000, 12.8000,  0, 240, 240
