L 294.0000, 79.0000, -25.0000,  300.0000, 82.0000, -28.0000,  0, 0, 0
L 293.0000, 78.0000, -24.0000,  294.0000, 79.0000, -25.0000,  0, 0, 0
L -49.0000, -65.0000, -17.0000,  -48.0000, -64.0000, -17.0000,  0, 0, 0
L -107.0000, 1.0000, -17.0000,  -107.0000, 2.0000, -17.0000,  0, 0, 0
L -107.0000, 2.0000, -17.0000,  -110.0000, 9.0000, -17.0000,  0, 0, 0
L -110.0000, 9.0000, -17.0000,  -112.0000, 13.0000, -17.0000,  0, 0, 0
L -98.4500, -16.0738, -17.4481,  -105.4911, -10.2209, -17.4481,  0, 0, 0
L -105.4911, -10.2209, -17.4481,  -105.7363, -8.4114, -17.4481,  0, 0, 0
L -105.7363, -8.4114, -17.4481,  -106.2049, -4.9697, -17.4481,  0, 0, 0
L -106.2049, -4.9697, -17.4481,  -106.4526, -3.1489, -17.4481,  0, 0, 0
L -106.4526, -3.1489, -17.4481,  -106.8774, -0.0263, -17.4481,  0, 0, 0
L -106.8774, -0.0263, -17.4481,  -107.5409, 1.6763, -17.4481,  0, 0, 0
L -112.2273, 13.6050, -17.4481,  -108.7166, 24.0735, -17.4481,  0, 0, 0
L -108.7166, 24.0735, -17.4481,  -106.7473, 24.1710, -17.4481,  0, 0, 0
L -106.7473, 24.1710, -17.4481,  -89.0912, 25.1732, -17.4481,  0, 0, 0
L -89.0912, 25.1732, -17.4481,  -87.9229, 26.1486, -17.4481,  0, 0, 0
L -87.9229, 26.1486, -17.4481,  -80.5298, 31.8632, -17.4481,  0, 0, 0
L -80.5298, 31.8632, -17.4481,  -78.4085, 33.5002, -17.4481,  0, 0, 0
L -78.4085, 33.5002, -17.4481,  -76.4166, 33.5686, -17.4481,  0, 0, 0
L -76.4166, 33.5686, -17.4481,  -50.5399, 34.5351, -17.4481,  0, 0, 0
L -50.5399, 34.5351, -17.4481,  -49.4408, 35.3967, -17.4481,  0, 0, 0
L -49.4408, 35.3967, -17.4481,  -48.2600, 36.4196, -17.4481,  0, 0, 0
L -48.2600, 36.4196, -17.4481,  -42.8749, 41.0973, -17.4050,  0, 0, 0
L -42.8749, 41.0973, -17.4050,  -41.2882, 40.0425, -17.4480,  0, 0, 0
L -41.2882, 40.0425, -17.4480,  -39.4375, 40.0147, -17.3732,  0, 0, 0
L -39.4375, 40.0147, -17.3732,  -37.5178, 40.2719, -17.4481,  0, 0, 0
L -37.5178, 40.2719, -17.4481,  -36.5444, 41.6260, -17.3926,  0, 0, 0
L -36.5444, 41.6260, -17.3926,  -35.7088, 43.2507, -17.4175,  0, 0, 0
L -35.7088, 43.2507, -17.4175,  -35.3407, 44.7879, -17.3482,  0, 0, 0
L -35.3407, 44.7879, -17.3482,  -34.8957, 48.0096, -17.4481,  0, 0, 0
L -34.8957, 48.0096, -17.4481,  -33.4461, 49.2657, -17.4481,  0, 0, 0
L -33.4461, 49.2657, -17.4481,  -27.2812, 54.7297, -17.4481,  0, 0, 0
L -27.2812, 54.7297, -17.4481,  -27.1633, 56.0213, -17.4481,  0, 0, 0
L -27.1633, 56.0213, -17.4481,  -27.7442, 57.7533, -17.4481,  0, 0, 0
L -27.7442, 57.7533, -17.4481,  -28.2001, 59.4612, -17.4481,  0, 0, 0
L -28.2001, 59.4612, -17.4481,  -30.7987, 69.1962, -17.4481,  0, 0, 0
L -30.7987, 69.1962, -17.4481,  -29.1200, 69.2159, -17.3697,  0, 0, 0
L -29.1200, 69.2159, -17.3697,  -27.2426, 69.8906, -17.4071,  0, 0, 0
L -27.2426, 69.8906, -17.4071,  -25.9838, 71.1451, -17.3672,  0, 0, 0
L -25.9838, 71.1451, -17.3672,  -25.3632, 72.8126, -17.4421,  0, 0, 0
L -25.3632, 72.8126, -17.4421,  -24.9866, 74.7230, -17.3332,  0, 0, 0
L -24.9866, 74.7230, -17.3332,  -25.8221, 76.4045, -17.3437,  0, 0, 0
L -25.8221, 76.4045, -17.3437,  -27.2744, 77.5687, -17.3953,  0, 0, 0
L -27.2744, 77.5687, -17.3953,  -29.0402, 78.4408, -17.4481,  0, 0, 0
L -29.0402, 78.4408, -17.4481,  -30.9437, 78.3950, -17.4481,  0, 0, 0
L -30.9437, 78.3950, -17.4481,  -32.6433, 78.2390, -17.4481,  0, 0, 0
